ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing,ExcessRideTimePrServicedRequest,TotalEmptyRelocationTime,TotalNumberOfRequestsOverlapIdleVehicle,TotalDriveTimeToNearestIdleVehicle
Gen_Data_100_0.7_1_Run3,290.56,2.9,4,46,46569.467787114845,3156.103130097801,3394,0,6840,1271,1325,0,0,100,46,2.368,0.54,1726,90,2317
Gen_Data_100_0.7_2_Run3,278.17,2.78,3,41,41614.903846153844,3353.186204623332,3172,0,6840,1258,1327,0,0,100,41,2.632,0.69,1938,96,2602
Gen_Data_100_0.7_3_Run3,287.8,2.88,2,43,43607.64728995969,2994.6593983465386,3537,0,6840,1142,1271,0,0,100,43,4.035,1.29,1728,88,2185
Gen_Data_100_0.7_4_Run3,291.37,2.91,1,45,45601.483004122136,3067.5285266371175,3482,0,6840,1248,1450,0,0,100,45,6.241,2.02,1647,96,2662
Gen_Data_100_0.7_5_Run3,287.37,2.87,0,44,44580.22487316605,2938.050408714192,3602,0,6840,1116,1166,0,0,100,44,4.035,0.5,1773,99,2596
Gen_Data_100_0.7_6_Run3,279.72,2.8,3,43,43622.35065345415,3430.7688332962944,3104,4,6840,1363,1490,0,0,100,43,5.263,1.27,2001,98,2528
Gen_Data_100_0.7_7_Run3,272.01,2.72,3,40,40623.52463768116,2926.953948645751,3589,0,6840,1004,1044,0,0,100,40,2.368,0.4,1790,100,2319
Gen_Data_100_0.7_8_Run3,286.05,2.86,1,42,42585.28301886792,3126.4207316089187,3406,0,6840,1069,1097,0,0,100,42,1.504,0.28,1972,100,2468
Gen_Data_100_0.7_9_Run3,264.78,2.65,2,39,39661.102428450155,3268.239826007915,3248,0,6840,1247,1387,0,0,100,39,4.449,1.4,1888,92,1930
Gen_Data_100_0.7_10_Run3,281.52,2.81,0,42,42597.878787878784,2874.0084682691013,3660,0,6840,1080,1111,0,0,100,42,2.193,0.31,1716,100,2549
