ScenarioName,TotalElapsedTime,AverageResponseTime,EventsInsertedByALNS,nTaxi,TotalCost,TotalDistance,TotalIdleTime,TotalIdleTimeWithCustomer,TotalRideTime,TotalDirectRideTime,TotalActualRideTime,nOfflineRequests,UnservicedOfflineRequest,nOnlineRequests,UnservicedOnlineRequests,AveragePercentRideSharing
Gen_Data_300_0.7_1_Run4,1580.08,5.27,16,40,42757.013176626315,14216.884780566783,3515,1,19111,5662,6249,0,0,300,40,4.999
Gen_Data_300_0.7_2_Run4,1792.67,5.98,12,50,52581.845738570635,14242.996373595784,3326,0,18896,5476,5692,0,0,300,50,2.937
Gen_Data_300_0.7_3_Run4,1482.92,4.94,9,35,37751.13824283726,14166.990495576503,3681,0,19249,5782,6076,0,0,300,35,3.31
Gen_Data_300_0.7_4_Run4,1590.5,5.3,17,39,41728.84593907426,14619.273643358609,3075,0,19083,5610,5940,0,0,300,39,3.448
Gen_Data_300_0.7_5_Run4,1720.43,5.73,9,48,50594.5249491976,13958.801267227042,3603,0,18901,5488,5695,0,0,300,48,2.921
Gen_Data_300_0.7_6_Run4,1735.55,5.79,8,43,45677.66006197177,14606.884526061678,3091,0,19071,5938,6335,0,0,300,43,4.231
Gen_Data_300_0.7_7_Run4,1739.82,5.8,10,48,50594.573745143774,14548.615668116921,3049,0,18962,5703,5923,0,0,300,48,3.644
Gen_Data_300_0.7_8_Run4,1778.68,5.93,5,49,51648.519696738185,14282.156335506696,3067,8,18706,5713,6181,0,0,300,49,4.573
Gen_Data_300_0.7_9_Run4,1553.55,5.18,10,39,41670.028590187976,14009.872323868169,3672,0,19078,5086,5279,0,0,300,39,3.223
Gen_Data_300_0.7_10_Run4,1816.56,6.06,10,48,50631.348774757644,14461.136917050062,3534,0,19354,5738,6060,0,0,300,48,4.947
